UID,Type,Premises,Address,Locality,Address1,Address2,Unnamed: 7,NZDep13d_nbr,NZDep13_CAU,full_address,geo,lat,lng
TOB149,,Robert's Superette,57 Blockhouse Bay Road,Avondale,57 Blockhouse Bay Road,Avondale,,7.0,7.0,"Robert's Superette, 57 Blockhouse Bay Road, Avondale, Auckland","[{'address_components': [{'long_name': '57', 'short_name': '57', 'types': ['street_number']}, {'long_name': 'Blockhouse Bay Road', 'short_name': 'Blockhouse Bay Rd', 'types': ['route']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': '57 Blockhouse Bay Road, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.8907867, 'lng': 174.7005064}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8894337197085, 'lng': 174.7019535302915}, 'southwest': {'lat': -36.8921316802915, 'lng': 174.6992555697085}}}, 'place_id': 'ChIJP0bRW8VGDW0RPQpzmZi85DY', 'plus_code': {'compound_code': '4P52+M6 Auckland, New Zealand', 'global_code': '4VMP4P52+M6'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store']}]",-36.8907867,174.7005064
TOB150,,Rams Superette,57 New Windsor Rd,Avondale,57 New Windsor Rd,Avondale,,7.0,9.0,"Rams Superette, 57 New Windsor Rd, Avondale, Auckland","[{'address_components': [{'long_name': '57', 'short_name': '57', 'types': ['street_number']}, {'long_name': 'New Windsor Road', 'short_name': 'New Windsor Rd', 'types': ['route']}, {'long_name': 'New Windsor', 'short_name': 'New Windsor', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '57 New Windsor Road, New Windsor, Auckland 0600, New Zealand', 'geometry': {'location': {'lat': -36.9016556, 'lng': 174.7056464}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.90022046970849, 'lng': 174.7070134802915}, 'southwest': {'lat': -36.90291843029149, 'lng': 174.7043155197085}}}, 'partial_match': True, 'place_id': 'ChIJ8zCsTb9GDW0RYQslygw23kQ', 'plus_code': {'compound_code': '3PX4+87 Auckland, New Zealand', 'global_code': '4VMP3PX4+87'}, 'types': ['street_address']}]",-36.9016556,174.7056464
TOB151,,Seven Eleven Convenience Store,57C Wolverton Street,Avondale,57C Wolverton Street,Avondale,,7.0,9.0,"Seven Eleven Convenience Store, 57C Wolverton Street, Avondale, Auckland","[{'address_components': [{'long_name': '57C', 'short_name': '57C', 'types': ['street_number']}, {'long_name': 'Wolverton Street', 'short_name': 'Wolverton St', 'types': ['route']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '57C Wolverton Street, Avondale, Auckland 0600, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9077205, 'lng': 174.697574}, 'southwest': {'lat': -36.9078418, 'lng': 174.6974317}}, 'location': {'lat': -36.9077795, 'lng': 174.6974903}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.90650326970849, 'lng': 174.6988989802915}, 'southwest': {'lat': -36.90920123029149, 'lng': 174.6962010197085}}}, 'partial_match': True, 'place_id': 'ChIJP4MUHbFGDW0RixCnSFY5uG8', 'types': ['premise']}]",-36.9077795,174.6974903
TOB152,,BP Station - Avondale,7 Tiverton Road,Avondale,7 Tiverton Road,Avondale,,8.0,9.0,"BP Station - Avondale, 7 Tiverton Road, Avondale, Auckland","[{'address_components': [{'long_name': '7', 'short_name': '7', 'types': ['street_number']}, {'long_name': 'Tiverton Road', 'short_name': 'Tiverton Rd', 'types': ['route']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '7 Tiverton Road, Avondale, Auckland 0600, New Zealand', 'geometry': {'location': {'lat': -36.9061833, 'lng': 174.702063}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9048331697085, 'lng': 174.7034675302915}, 'southwest': {'lat': -36.9075311302915, 'lng': 174.7007695697085}}}, 'partial_match': True, 'place_id': 'ChIJoWSkKLpGDW0R6xFzQRtAb7E', 'plus_code': {'compound_code': '3PV2+GR Auckland, New Zealand', 'global_code': '4VMP3PV2+GR'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['establishment', 'point_of_interest', 'train_station', 'transit_station']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': 'Avondale, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.8973191, 'lng': 174.699092}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8959723697085, 'lng': 174.7004031302915}, 'southwest': {'lat': -36.89867033029149, 'lng': 174.6977051697085}}}, 'partial_match': True, 'place_id': 'ChIJHy5dkshGDW0R1_SK7qto678', 'plus_code': {'compound_code': '4M3X+3J Auckland, New Zealand', 'global_code': '4VMP4M3X+3J'}, 'types': ['establishment', 'point_of_interest', 'train_station', 'transit_station']}]",-36.9061833,174.702063
TOB153,,Ray's Dairy,82 Rosebank Road,Avondale,82 Rosebank Road,Avondale,,7.0,7.0,"Ray's Dairy, 82 Rosebank Road, Avondale, Auckland","[{'address_components': [{'long_name': '82', 'short_name': '82', 'types': ['street_number']}, {'long_name': 'Rosebank Road', 'short_name': 'Rosebank Rd', 'types': ['route']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': '82 Rosebank Road, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.8946522, 'lng': 174.6958338}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8932453197085, 'lng': 174.6971840302915}, 'southwest': {'lat': -36.8959432802915, 'lng': 174.6944860697085}}}, 'partial_match': True, 'place_id': 'ChIJzV4Nsc5GDW0RIO8C3LzmFus', 'plus_code': {'compound_code': '4M4W+48 Auckland, New Zealand', 'global_code': '4VMP4M4W+48'}, 'types': ['street_address']}]",-36.8946522,174.6958338
TOB154,,Fruit & Vegetables,Cnr Avondale Road & Rosebank Road,Avondale,224 Rosebank Road,Avondale,,7.0,9.0,"Fruit & Vegetables, Cnr Avondale Road & Rosebank Road, Avondale, Auckland","[{'address_components': [{'long_name': 'Rosebank Road corner', 'short_name': 'Rosebank Road corner', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': 'Rosebank Road corner, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.88471, 'lng': 174.68207}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8833652197085, 'lng': 174.6834216802915}, 'southwest': {'lat': -36.8860631802915, 'lng': 174.6807237197085}}}, 'partial_match': True, 'place_id': 'ChIJ-ybW2C5BDW0RM9XK-XomI6U', 'plus_code': {'compound_code': '4M8J+4R Auckland, New Zealand', 'global_code': '4VMP4M8J+4R'}, 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'address_components': [{'long_name': 'Rosebank Road corner', 'short_name': 'Rosebank Road corner', 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': 'Rosebank Road corner, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.88479, 'lng': 174.68205}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8834438197085, 'lng': 174.6834007302915}, 'southwest': {'lat': -36.8861417802915, 'lng': 174.6807027697085}}}, 'partial_match': True, 'place_id': 'ChIJcygk3y5BDW0RcLUTQ9MuQfg', 'plus_code': {'compound_code': '4M8J+3R Auckland, New Zealand', 'global_code': '4VMP4M8J+3R'}, 'types': ['establishment', 'point_of_interest', 'transit_station']}, {'address_components': [{'long_name': 'Rosebank Road & Avondale Road', 'short_name': 'Rosebank Rd & Avondale Rd', 'types': ['intersection']}, {'long_name': 'Avondale', 'short_name': 'Avondale', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1026', 'short_name': '1026', 'types': ['postal_code']}], 'formatted_address': 'Rosebank Rd & Avondale Rd, Avondale, Auckland 1026, New Zealand', 'geometry': {'location': {'lat': -36.8874126, 'lng': 174.6848637}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8860636197085, 'lng': 174.6862126802915}, 'southwest': {'lat': -36.88876158029149, 'lng': 174.6835147197085}}}, 'partial_match': True, 'place_id': 'Ej9Sb3NlYmFuayBSZCAmIEF2b25kYWxlIFJkLCBBdm9uZGFsZSwgQXVja2xhbmQgMTAyNiwgTmV3IFplYWxhbmQiZiJkChQKEgmj6NjbLUENbRHohiYMAiMqnRIUChIJo-jY2y1BDW0R6IYmDAIjKp0aFAoSCXU8Ut0rQQ1tEdYJDloBDcyWGhQKEgnNub9TJUENbRFJc0NprW-tDiIKDXJtA-oVfcseaA', 'types': ['intersection']}]",-36.88471,174.68207
TOB155,,GAS - Balmoral,379 Dominion Road,Balmoral,379 Dominion Road,Balmoral,,8.0,2.0,"GAS - Balmoral, 379 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '379', 'short_name': '379', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1024', 'short_name': '1024', 'types': ['postal_code']}], 'formatted_address': '379 Dominion Road, Mount Eden, Auckland 1024, New Zealand', 'geometry': {'location': {'lat': -36.8807848, 'lng': 174.7492315}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8794613197085, 'lng': 174.7506911802915}, 'southwest': {'lat': -36.8821592802915, 'lng': 174.7479932197085}}}, 'partial_match': True, 'place_id': 'ChIJFaND0LRHDW0R5RrXtZbefR4', 'plus_code': {'compound_code': '4P9X+MM Auckland, New Zealand', 'global_code': '4VMP4P9X+MM'}, 'types': ['establishment', 'gas_station', 'point_of_interest']}]",-36.8807848,174.7492315
TOB156,,Dominion Superette - Balmoral,417 Dominion Road,Balmoral,417 Dominion Road,Balmoral,,4.0,2.0,"Dominion Superette - Balmoral, 417 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '417', 'short_name': '417', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1024', 'short_name': '1024', 'types': ['postal_code']}], 'formatted_address': '417 Dominion Road, Mount Eden, Auckland 1024, New Zealand', 'geometry': {'location': {'lat': -36.8822668, 'lng': 174.7488531}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8809304697085, 'lng': 174.7502694302915}, 'southwest': {'lat': -36.8836284302915, 'lng': 174.7475714697085}}}, 'partial_match': True, 'place_id': 'ChIJoRXkbdFHDW0Rw2nuYmRQ4yA', 'plus_code': {'compound_code': '4P9X+3G Auckland, New Zealand', 'global_code': '4VMP4P9X+3G'}, 'types': ['convenience_store', 'establishment', 'food', 'point_of_interest', 'store']}]",-36.8822668,174.7488531
TOB157,,Wow Dairy Shop ,467 Dominion Road,Balmoral,467 Dominion Road,Balmoral,,4.0,2.0,"Wow Dairy Shop , 467 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '467', 'short_name': '467', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1024', 'short_name': '1024', 'types': ['postal_code']}], 'formatted_address': '467 Dominion Road, Mount Eden, Auckland 1024, New Zealand', 'geometry': {'location': {'lat': -36.8847819, 'lng': 174.7480726}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8834443697085, 'lng': 174.7494721302915}, 'southwest': {'lat': -36.8861423302915, 'lng': 174.7467741697085}}}, 'partial_match': True, 'place_id': 'ChIJzy1bkEtGDW0RHNKNzailxNU', 'plus_code': {'compound_code': '4P8X+36 Auckland, New Zealand', 'global_code': '4VMP4P8X+36'}, 'types': ['street_address']}, {'address_components': [{'long_name': 'Dominion Road & Balmoral Road', 'short_name': 'Dominion Rd & Balmoral Rd', 'types': ['intersection']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': 'Dominion Rd & Balmoral Rd, Mount Eden, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.8871298, 'lng': 174.7474246}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8857808197085, 'lng': 174.7487735802915}, 'southwest': {'lat': -36.8884787802915, 'lng': 174.7460756197085}}}, 'partial_match': True, 'place_id': 'EkFEb21pbmlvbiBSZCAmIEJhbG1vcmFsIFJkLCBNb3VudCBFZGVuLCBBdWNrbGFuZCAxMDQxLCBOZXcgWmVhbGFuZCJmImQKFAoSCbXevFNJRg1tEa2O_G0uOj2EEhQKEgm13rxTSUYNbRGtjvxtLjo9hBoUChIJ0dtupEVGDW0RAvCGwUS1h6MaFAoSCavNhOBJRg1tEb5F_hAd0yDiIgoNfngD6hVGVyho', 'types': ['intersection']}]",-36.8847819,174.7480726
TOB158,,Big World 24/7 Convenience,630 Dominion Road,Balmoral,630 Dominion Road,Balmoral,,4.0,2.0,"Big World 24/7 Convenience, 630 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '630', 'short_name': '630', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '630 Dominion Road, Mount Eden, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.8881701, 'lng': 174.7472507}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8868016697085, 'lng': 174.7485133302915}, 'southwest': {'lat': -36.8894996302915, 'lng': 174.7458153697085}}}, 'partial_match': True, 'place_id': 'ChIJAXPXNElGDW0R4uobnQ0a2W0', 'plus_code': {'compound_code': '4P6W+PW Auckland, New Zealand', 'global_code': '4VMP4P6W+PW'}, 'types': ['street_address']}]",-36.8881701,174.7472507
TOB159,,Hollywood Dairy,638 Dominion Road,Balmoral,638 Dominion Road,Balmoral,,4.0,2.0,"Hollywood Dairy, 638 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': 'Rockland Buildings', 'short_name': 'Rockland Buildings', 'types': ['premise']}, {'long_name': '638', 'short_name': '638', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': 'Rockland Buildings 638 Dominion Road, Mount Eden, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.888527, 'lng': 174.747162}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8871119197085, 'lng': 174.7485033302915}, 'southwest': {'lat': -36.8898098802915, 'lng': 174.7458053697085}}}, 'partial_match': True, 'place_id': 'ChIJIwQmEUxGDW0RJq0l0s8Kp_Y', 'plus_code': {'compound_code': '4P6W+HV Auckland, New Zealand', 'global_code': '4VMP4P6W+HV'}, 'types': ['establishment', 'finance', 'point_of_interest', 'post_office']}]",-36.888527,174.747162
TOB160,,Balmoral Dairy,706 Dominion Road,Balmoral,706 Dominion Road,Balmoral,,4.0,2.0,"Balmoral Dairy, 706 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '706', 'short_name': '706', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '706 Dominion Road, Mount Eden, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.8903775, 'lng': 174.7465415}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8890121697085, 'lng': 174.7478017802915}, 'southwest': {'lat': -36.8917101302915, 'lng': 174.7451038197085}}}, 'partial_match': True, 'place_id': 'ChIJyfjcOU9GDW0RJhN8bW97GK8', 'plus_code': {'compound_code': '4P5W+RJ Auckland, New Zealand', 'global_code': '4VMP4P5W+RJ'}, 'types': ['street_address']}, {'address_components': [{'long_name': '482', 'short_name': '482', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1024', 'short_name': '1024', 'types': ['postal_code']}], 'formatted_address': '482 Dominion Road, Mount Eden, Auckland 1024, New Zealand', 'geometry': {'location': {'lat': -36.8834008, 'lng': 174.7488578}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8821145697085, 'lng': 174.7501668802915}, 'southwest': {'lat': -36.8848125302915, 'lng': 174.7474689197085}}}, 'partial_match': True, 'place_id': 'ChIJ5dQyu0VGDW0Rp8r1WPXSWkQ', 'plus_code': {'compound_code': '4P8X+JG Auckland, New Zealand', 'global_code': '4VMP4P8X+JG'}, 'types': ['establishment', 'point_of_interest', 'veterinary_care']}]",-36.8903775,174.7465415
TOB161,,Midopa Superette,716 Dominion Road,Balmoral,716 Dominion Road,Balmoral,,4.0,2.0,"Midopa Superette, 716 Dominion Road, Balmoral, Auckland","[{'address_components': [{'long_name': '716', 'short_name': '716', 'types': ['street_number']}, {'long_name': 'Dominion Road', 'short_name': 'Dominion Rd', 'types': ['route']}, {'long_name': 'Mount Eden', 'short_name': 'Mount Eden', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '716 Dominion Road, Mount Eden, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.8905531, 'lng': 174.7462978}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.8892041197085, 'lng': 174.7476467802915}, 'southwest': {'lat': -36.89190208029149, 'lng': 174.7449488197085}}}, 'partial_match': True, 'place_id': 'Ejk3MTYgRG9taW5pb24gUm9hZCwgTW91bnQgRWRlbiwgQXVja2xhbmQgMTA0MSwgTmV3IFplYWxhbmQiMRIvChQKEgkd4lM6T0YNbRF05snTB8Pq5RDMBSoUChIJ0dtupEVGDW0RAvCGwUS1h6M', 'types': ['street_address']}]",-36.8905531,174.7462978
TOB162,,Sky Mart Belmont,201 Bayswater Avenue,Bayswater,201 Bayswater Avenue,Bayswater,,4.0,4.0,"Sky Mart Belmont, 201 Bayswater Avenue, Bayswater, Auckland","[{'address_components': [{'long_name': '201', 'short_name': '201', 'types': ['street_number']}, {'long_name': 'Bayswater Avenue', 'short_name': 'Bayswater Ave', 'types': ['route']}, {'long_name': 'Bayswater', 'short_name': 'Bayswater', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0622', 'short_name': '0622', 'types': ['postal_code']}], 'formatted_address': '201 Bayswater Avenue, Bayswater, Auckland 0622, New Zealand', 'geometry': {'location': {'lat': -36.8086077, 'lng': 174.7898591}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8071952197085, 'lng': 174.7911553302915}, 'southwest': {'lat': -36.8098931802915, 'lng': 174.7884573697085}}}, 'place_id': 'ChIJiQ_nWpc3DW0RNk1iHz1NwK0', 'plus_code': {'compound_code': '5QRQ+HW Auckland, New Zealand', 'global_code': '4VMP5QRQ+HW'}, 'types': ['establishment', 'point_of_interest']}]",-36.8086077,174.7898591
TOB163,,Four Square - Beach Haven,209 Beach Haven Road,Beach Haven,209 Beach Haven Road,Beach Haven,,4.0,6.0,"Four Square - Beach Haven, 209 Beach Haven Road, Beach Haven, Auckland","[{'address_components': [{'long_name': '209', 'short_name': '209', 'types': ['street_number']}, {'long_name': 'Beach Haven Road', 'short_name': 'Beach Haven Rd', 'types': ['route']}, {'long_name': 'Beach Haven', 'short_name': 'Beach Haven', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '209 Beach Haven Road, Beach Haven, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.7896126, 'lng': 174.6949832}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7881425697085, 'lng': 174.6962374302915}, 'southwest': {'lat': -36.7908405302915, 'lng': 174.6935394697085}}}, 'partial_match': True, 'place_id': 'ChIJueR3Yik5DW0R9A__glzR3is', 'plus_code': {'compound_code': '6M6V+5X Auckland, New Zealand', 'global_code': '4VMP6M6V+5X'}, 'types': ['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'supermarket']}]",-36.7896126,174.6949832
